date,code,name,source_main,source_manual,source_ebk,kdj_pass,total_score,score_macd,score_zjtj,score_kdj,score_rps,score_volume,score_finance,score_ml,max_score,volume_pass,ma_alignment_pass,price_position_pass,rules_passed,rules_total,return_2d,bench_2d,return_10d,bench_10d,return_30d,bench_30d,return_60d,bench_60d,market_state,market_10d_past
2024-05-27,600018,,True,True,True,False,58,0,20,6,9,10,0,13,115,True,True,True,3,3,-0.72,-0.81,-2.89,-5.85,6.69,-9.96,9.4,-11.81,choppy,1.18
2024-05-28,601126,,True,True,True,False,69,10,20,6,12,10,0,11,115,True,True,True,3,3,-0.89,-0.41,3.8,-3.74,0.53,-9.58,-6.6,-10.95,choppy,2.0
2024-05-29,300305,,True,True,True,True,78,15,20,10,9,10,0,14,115,True,False,True,2,3,13.12,0.01,-17.27,-4.38,-24.94,-7.26,-39.35,-12.3,strong,3.37
2024-05-30,002938,,True,True,True,False,64,1,20,6,14,10,0,13,115,True,True,True,3,3,0.03,-1.12,16.06,-3.58,34.04,-7.11,15.23,-11.45,choppy,0.61
2024-06-06,002273,,True,True,True,False,67,4,20,6,14,10,0,13,115,True,True,True,3,3,-3.61,2.18,4.45,1.77,18.96,-2.42,48.74,47.18,choppy,-2.85
2024-06-12,300806,,True,True,True,False,84,24,20,6,14,10,0,10,115,True,True,True,3,3,0.0,-0.27,7.13,-2.86,-10.15,-8.67,49.63,43.29,strong,2.88
2024-06-12,002635,,True,True,True,False,64,1,20,6,13,10,0,14,115,True,True,True,3,3,2.49,-0.27,2.0,-2.86,-6.84,-8.67,-7.25,43.29,strong,2.88
2024-06-12,688141,,True,True,True,False,61,6,20,6,8,10,0,11,115,True,False,True,2,3,3.69,-0.27,1.85,-2.86,-9.83,-8.67,94.82,43.29,strong,2.88
2024-06-12,002273,,True,True,True,False,74,12,20,6,13,10,0,13,115,True,True,True,3,3,-0.13,-0.27,2.97,-2.86,10.37,-8.67,47.12,43.29,strong,2.88
2024-06-13,601138,,True,True,True,False,70,8,20,6,12,10,0,14,115,True,False,True,2,3,6.22,-0.14,3.5,-4.16,-10.41,-8.19,138.45,43.82,strong,4.21
2024-06-13,002384,,True,True,True,False,64,2,20,6,12,10,0,14,115,True,False,True,2,3,14.55,-0.14,23.12,-4.16,43.28,-8.19,356.23,43.82,strong,4.21
2024-06-14,300115,,True,True,True,False,66,3,20,6,14,10,0,13,115,True,False,True,2,3,5.27,1.07,6.43,-3.67,3.49,-6.87,244.95,43.87,strong,2.45
2024-06-17,300968,,True,True,True,False,62,3,20,6,10,10,0,13,115,True,False,True,2,3,0.65,0.91,-2.93,-2.58,-9.11,-6.27,58.89,43.3,strong,3.77
2024-06-17,301338,,True,True,True,False,70,8,20,6,13,10,0,13,115,True,False,True,2,3,3.24,0.91,1.25,-2.58,5.78,-6.27,118.69,43.3,strong,3.77
2024-06-18,603633,,True,True,True,False,60,0,20,6,10,10,0,14,115,True,True,True,3,3,-5.49,-2.38,-12.01,-4.01,-18.76,-7.18,30.21,42.13,strong,5.09
2024-06-26,301338,,True,True,True,False,58,3,20,0,14,10,0,11,115,True,False,True,2,3,3.13,-1.12,-2.0,-3.6,-3.55,-2.32,120.1,48.9,choppy,-0.76
2024-06-28,300115,,True,True,True,False,69,5,20,6,15,10,0,13,115,True,False,True,2,3,-3.11,0.78,7.64,-0.14,-13.18,-1.85,238.04,50.16,choppy,0.24
2024-06-28,002273,,True,True,True,False,67,2,20,6,15,10,0,14,115,True,False,True,2,3,3.38,0.78,15.03,-0.14,4.53,-1.85,45.44,50.16,choppy,0.24
2024-07-09,300115,,True,True,True,False,69,4,20,6,15,10,0,14,115,True,True,True,3,3,5.73,2.14,-0.57,-1.88,-12.6,-1.93,209.25,58.18,strong,4.23
2024-07-09,000063,,True,True,True,False,85,23,20,6,12,10,0,14,115,True,False,True,2,3,0.87,2.14,-3.84,-1.88,-9.08,-1.93,17.37,58.18,strong,4.23
2024-07-11,002635,,True,True,True,False,81,17,20,6,15,10,0,13,115,True,False,True,2,3,-3.51,-1.83,-15.87,-5.14,-20.91,-5.4,-11.79,55.49,strong,6.95
2024-07-15,301428,,True,True,True,False,68,4,20,6,15,10,0,13,115,True,False,True,2,3,-4.09,-0.92,7.04,-1.53,25.75,44.23,34.33,57.07,choppy,0.93
2024-07-19,688347,,True,True,True,False,85,26,20,6,10,10,0,13,115,True,True,True,3,3,-3.72,-1.82,-8.91,1.3,32.99,50.36,27.27,56.5,strong,4.13
2024-07-22,301428,,True,True,True,False,73,9,20,6,15,10,0,13,115,True,False,True,2,3,3.29,-3.58,0.96,-1.55,40.11,49.31,34.7,55.01,strong,5.21
2024-07-26,002888,,True,True,True,False,62,5,20,6,10,10,0,11,115,True,False,True,2,3,3.33,0.67,3.48,1.28,27.3,54.78,28.67,64.19,choppy,-2.09
2024-07-29,300516,,True,True,True,False,76,15,20,6,12,10,0,13,115,True,False,True,2,3,-1.77,3.74,-5.83,0.26,7.93,53.16,21.46,63.29,choppy,1.95
2024-07-31,601628,,True,True,True,False,68,6,20,6,14,10,0,12,115,True,False,True,2,3,-1.46,-1.32,-8.57,-3.28,19.51,48.73,28.87,59.84,strong,5.96
2024-08-07,002001,,True,True,True,False,60,0,20,6,11,10,0,13,115,True,True,True,3,3,-0.96,-0.71,-7.04,-2.64,19.19,52.64,37.16,66.56,strong,8.2
2024-08-15,300113,,True,True,True,False,76,15,20,6,12,10,0,13,115,True,False,True,2,3,1.53,-0.67,84.2,49.49,76.15,54.81,96.46,68.39,choppy,-0.58
2024-08-19,601318,,True,True,True,False,68,8,20,6,14,10,0,10,115,True,False,True,2,3,-0.23,-1.72,25.55,50.65,29.06,56.41,41.9,71.07,strong,4.14
2024-08-26,300709,,True,True,True,False,93,30,20,6,14,10,0,13,115,True,False,True,2,3,2.66,1.21,19.93,4.76,14.84,8.55,37.61,19.22,choppy,1.47
2024-08-29,300709,,True,True,True,False,92,30,20,6,13,10,0,13,115,True,False,True,2,3,2.66,1.21,19.93,4.77,14.84,8.57,37.61,19.22,choppy,1.03
2024-08-30,300709,,True,True,True,False,93,30,20,6,14,10,0,13,115,True,False,True,2,3,2.66,1.21,19.93,4.77,14.84,8.56,37.61,19.22,strong,3.81
2024-09-02,300709,,True,True,True,False,93,30,20,6,14,10,0,13,115,True,False,True,2,3,2.66,1.21,19.93,4.77,14.84,8.56,37.61,19.22,strong,4.31
2024-09-03,300709,,True,True,True,False,93,30,20,6,14,10,0,13,115,True,False,True,2,3,2.66,1.21,19.93,4.77,14.84,8.56,37.61,19.22,strong,4.31
2024-09-04,300709,,True,True,True,False,93,30,20,6,14,10,0,13,115,True,False,True,2,3,2.66,1.21,19.93,4.77,14.84,8.56,37.61,19.23,strong,5.88
2024-09-05,300709,,True,True,True,False,93,30,20,6,14,10,0,13,115,True,False,True,2,3,2.66,1.21,19.93,4.77,14.84,8.56,37.61,19.22,strong,5.88
2024-09-06,300709,,True,True,True,False,93,30,20,6,14,10,0,13,115,True,False,True,2,3,2.66,1.22,19.93,4.78,14.84,8.57,37.61,19.24,strong,4.45
2024-09-09,300709,,True,True,True,False,93,30,20,6,14,10,0,13,115,True,False,True,2,3,2.66,1.21,19.93,4.79,14.84,8.58,37.61,19.23,strong,4.39
2024-09-10,300709,,True,True,True,False,92,30,20,6,13,10,0,13,115,True,False,True,2,3,2.66,1.21,19.93,4.79,14.84,8.58,37.61,19.24,strong,3.97
2024-09-11,300709,,True,True,True,False,91,30,20,6,12,10,0,13,115,True,False,True,2,3,2.66,1.22,19.93,4.8,14.84,8.56,37.61,19.23,strong,3.27
2024-11-26,300709,,True,True,True,False,87,30,20,6,8,10,0,13,115,True,False,True,2,3,2.66,1.2,19.93,4.62,14.84,7.99,37.61,18.99,choppy,-2.29
2024-11-29,300709,,True,True,True,False,89,30,20,6,10,10,0,13,115,True,False,True,2,3,2.66,1.19,19.93,4.58,14.84,7.93,37.61,18.91,choppy,-1.94
2024-12-30,300709,,True,True,True,False,89,30,20,6,10,10,0,13,115,True,False,True,2,3,2.66,1.12,19.93,4.47,14.84,8.16,37.61,18.96,choppy,1.45
2024-12-31,300709,,True,True,True,False,87,30,20,6,8,10,0,13,115,True,False,True,2,3,2.66,1.11,19.93,4.49,14.84,8.19,37.61,19.0,choppy,1.74
2025-01-15,300709,,True,True,True,False,87,30,20,6,8,10,0,13,115,True,False,True,2,3,2.66,1.18,19.93,4.63,14.84,8.32,37.61,18.98,choppy,1.09
2025-01-16,300709,,True,True,True,False,87,30,20,6,8,10,0,13,115,True,False,True,2,3,2.66,1.17,19.93,4.63,14.84,8.29,37.61,18.99,choppy,1.21
2025-01-17,300709,,True,True,True,False,92,30,20,6,13,10,0,13,115,True,False,True,2,3,2.66,1.18,19.93,4.67,14.84,8.29,37.61,19.01,choppy,0.4
2025-01-20,300709,,True,True,True,False,89,30,20,6,10,10,0,13,115,True,False,True,2,3,2.66,1.16,19.93,4.65,14.84,8.3,37.61,19.02,choppy,0.41
2025-01-21,300709,,True,True,True,False,93,30,20,6,14,10,0,13,115,True,False,True,2,3,2.66,1.17,19.93,4.67,14.84,8.3,37.61,19.0,choppy,0.25
2025-01-22,300709,,True,True,True,False,92,30,20,6,13,10,0,13,115,True,False,True,2,3,2.66,1.2,19.93,4.67,14.84,8.29,37.61,19.01,choppy,0.63
2025-01-23,300709,,True,True,True,False,93,30,20,6,14,10,0,13,115,True,False,True,2,3,2.66,1.19,19.93,4.71,14.84,8.29,37.61,19.0,choppy,0.58
2025-01-24,300709,,True,True,True,False,93,30,20,6,14,10,0,13,115,True,False,True,2,3,2.66,1.19,19.93,4.69,14.84,8.26,37.61,18.98,choppy,0.01
2025-01-27,300709,,True,True,True,False,93,30,20,6,14,10,0,13,115,True,False,True,2,3,2.66,1.22,19.93,4.66,14.84,8.29,37.61,19.0,choppy,-1.0
2025-02-05,300709,,True,True,True,False,92,30,20,6,13,10,0,13,115,True,False,True,2,3,2.66,1.21,19.93,4.64,14.84,8.25,37.61,19.0,choppy,-1.01
2025-02-06,300709,,True,True,True,False,93,30,20,6,14,10,0,13,115,True,False,True,2,3,2.66,1.22,19.93,4.62,14.84,8.22,37.61,18.99,choppy,-0.33
2025-02-07,300709,,True,True,True,False,89,30,20,6,10,10,0,13,115,True,False,True,2,3,2.66,1.2,19.93,4.64,14.84,8.2,37.61,18.98,choppy,0.76
2025-03-04,300709,,True,True,True,False,89,30,20,6,10,10,0,13,115,True,False,True,2,3,2.66,1.21,19.93,4.58,14.84,8.03,37.61,18.98,choppy,-0.7
2025-03-05,300709,,True,True,True,False,93,30,20,6,14,10,0,13,115,True,False,True,2,3,2.66,1.18,19.93,4.55,14.84,8.01,37.61,18.97,choppy,0.01
2025-03-06,300709,,True,True,True,False,91,30,20,6,12,10,0,13,115,True,False,True,2,3,2.66,1.15,19.93,4.53,14.84,7.99,37.61,18.94,choppy,1.22
2025-03-07,300709,,True,True,True,False,94,30,20,6,15,10,0,13,115,True,False,True,2,3,2.66,1.18,19.93,4.54,14.84,8.03,37.61,18.94,choppy,-1.97
2025-03-10,300709,,True,True,True,False,94,30,20,6,15,10,0,13,115,True,False,True,2,3,2.66,1.19,19.93,4.51,14.84,8.04,37.61,18.96,choppy,-1.07
2025-03-11,300709,,True,True,True,False,93,30,20,6,14,10,0,13,115,True,False,True,2,3,2.66,1.16,19.93,4.49,14.84,8.03,37.61,18.95,choppy,-1.16
2025-03-12,300709,,True,True,True,False,93,30,20,6,14,10,0,13,115,True,False,True,2,3,2.66,1.16,19.93,4.49,14.84,8.02,37.61,18.94,choppy,-2.14
2025-03-18,300709,,True,True,True,False,93,30,20,6,14,10,0,13,115,True,False,True,2,3,2.66,1.17,19.93,4.49,14.84,8.02,37.61,18.93,choppy,-2.63
2025-03-19,300709,,True,True,True,False,93,30,20,6,14,10,0,13,115,True,False,True,2,3,2.66,1.16,19.93,4.5,14.84,8.05,37.61,18.93,choppy,-2.63
2025-03-20,300709,,True,True,True,False,93,30,20,6,14,10,0,13,115,True,False,True,2,3,2.66,1.13,19.93,4.52,14.84,8.06,37.61,18.91,choppy,-2.18
2025-04-28,600226,,True,True,True,True,75,13,20,10,8,10,0,14,115,True,True,True,3,3,0.35,1.19,-1.04,4.59,-6.94,8.21,-3.82,19.1,strong,28.34
2025-04-28,600222,,True,True,True,True,67,2,20,10,11,10,0,14,115,True,False,True,2,3,-2.34,1.19,3.51,4.59,15.79,8.21,20.08,19.1,strong,28.34
2025-04-28,600180,,True,True,True,True,84,15,20,10,15,10,0,14,115,True,False,True,2,3,0.24,1.19,6.62,4.59,2.84,8.21,10.17,19.1,strong,28.34
2025-04-28,600704,,True,True,True,False,70,6,20,6,15,10,0,13,115,True,True,True,3,3,5.23,1.19,10.02,4.59,8.93,8.21,21.35,19.1,strong,28.34
2025-04-28,001219,,True,True,True,True,94,26,20,10,14,10,0,14,115,True,False,True,2,3,1.5,1.19,3.15,4.59,2.92,8.21,8.2,19.1,strong,28.34
2025-04-28,002183,,True,True,True,True,91,28,20,10,9,10,0,14,115,True,True,True,3,3,4.52,1.19,6.02,4.59,-6.88,8.21,0.43,19.1,strong,28.34
2025-04-28,002719,,True,True,True,False,73,15,20,6,9,10,0,13,115,True,False,True,2,3,4.13,1.19,17.04,4.59,15.85,8.21,26.23,19.1,strong,28.34
2025-04-28,603359,,True,True,True,True,94,30,20,10,11,10,0,13,115,True,True,True,3,3,21.02,1.19,15.92,4.59,6.85,8.21,8.92,19.1,strong,28.34
2025-04-28,000713,,True,True,True,True,87,19,20,10,14,10,0,14,115,True,False,True,2,3,-2.21,1.19,-1.24,4.59,-1.11,8.21,0.41,19.1,strong,28.34
2025-04-28,600017,,True,True,True,False,65,2,20,6,14,10,0,13,115,True,True,True,3,3,-2.69,1.19,3.37,4.59,3.7,8.21,11.11,19.1,strong,28.34
2025-04-28,603319,,True,True,True,False,77,15,20,6,12,10,0,14,115,True,False,True,2,3,10.88,1.19,6.6,4.59,3.87,8.21,11.49,19.1,strong,28.34
2025-04-28,002114,,True,True,True,False,86,26,20,6,10,10,0,14,115,True,True,True,3,3,-2.32,1.19,7.79,4.59,8.13,8.21,19.07,19.1,strong,28.34
2025-04-28,002768,,True,True,True,True,81,15,20,10,12,10,0,14,115,True,False,True,2,3,-3.38,1.19,1.17,4.59,1.98,8.21,37.48,19.1,strong,28.34
2025-04-28,000716,,True,True,True,False,90,30,20,6,10,10,0,14,115,True,True,True,3,3,0.0,1.19,3.51,4.59,-0.64,8.21,-1.76,19.1,strong,28.34
2025-04-28,002419,,True,True,True,True,79,15,20,10,10,10,0,14,115,True,False,True,2,3,1.17,1.19,7.98,4.59,0.78,8.21,11.09,19.1,strong,28.34
2025-04-28,601880,,True,True,True,True,82,15,20,10,14,10,0,13,115,True,True,True,3,3,-0.69,1.19,3.45,4.59,1.38,8.21,8.97,19.1,strong,28.34
2025-04-28,300197,,True,True,True,True,70,5,20,10,11,10,0,14,115,True,False,True,2,3,1.13,1.19,7.91,4.59,18.64,8.21,26.55,19.1,strong,28.34
2025-04-28,603565,,True,True,True,False,75,15,20,6,10,10,0,14,115,True,False,True,2,3,3.89,1.19,3.0,4.59,-0.22,8.21,9.56,19.1,strong,28.34
2025-04-28,000972,,True,True,True,True,69,4,20,10,11,10,0,14,115,True,False,True,2,3,2.92,1.19,8.77,4.59,13.96,8.21,9.09,19.1,strong,28.34
2025-04-28,603086,,True,True,True,False,91,30,20,6,15,10,0,10,115,True,True,True,3,3,9.02,1.19,10.53,4.59,14.79,8.21,23.18,19.1,strong,28.34
2025-04-28,603967,,True,True,True,False,79,15,20,6,14,10,0,14,115,True,False,True,2,3,-0.48,1.19,13.3,4.59,4.59,8.21,7.75,19.1,strong,28.34
2025-04-28,000599,,True,True,True,True,83,15,20,10,14,10,0,14,115,True,False,True,2,3,-0.44,1.19,5.99,4.59,13.75,8.21,14.63,19.1,strong,28.34
2025-04-28,300119,,True,True,True,True,77,15,20,10,8,10,0,14,115,True,False,True,2,3,7.82,1.19,22.14,4.59,8.75,8.21,17.22,19.1,strong,28.34
2025-04-28,002041,,True,True,True,True,87,15,20,15,13,10,0,14,115,True,False,True,2,3,0.9,1.19,1.5,4.59,-1.4,8.21,0.1,19.1,strong,28.34
2025-04-28,002314,,True,True,True,True,84,15,20,15,10,10,0,14,115,True,False,True,2,3,5.33,1.19,4.92,4.59,3.69,8.21,20.08,19.1,strong,28.34
2025-04-28,600267,,True,True,True,True,73,11,20,10,8,10,0,14,115,True,True,True,3,3,-0.46,1.19,-0.23,4.59,12.3,8.21,35.86,19.1,strong,28.34
2025-04-28,600866,,True,True,True,False,78,15,20,6,14,10,0,13,115,True,False,True,2,3,1.13,1.19,-1.27,4.59,2.82,8.21,12.69,19.1,strong,28.34
2025-04-28,603813,,True,True,True,True,79,15,20,10,10,10,0,14,115,True,False,True,2,3,4.99,1.19,22.5,4.59,26.32,8.21,45.64,19.1,strong,28.34
2025-04-29,601952,,True,True,True,False,66,1,20,6,15,10,0,14,115,True,False,True,2,3,0.53,2.88,-0.53,4.46,1.05,8.31,3.69,18.86,strong,36.07
2025-04-29,600084,,True,True,True,False,68,8,20,6,10,10,0,14,115,True,False,True,2,3,-1.12,2.88,-1.49,4.46,1.49,8.31,7.26,18.86,strong,36.07
2025-04-30,600597,,True,True,True,False,76,15,20,6,11,10,0,14,115,True,False,True,2,3,1.85,2.66,2.96,4.4,2.1,7.41,6.17,18.19,strong,33.91
2025-05-06,603718,,True,True,True,False,61,3,20,6,8,10,0,14,115,True,False,True,2,3,-1.31,1.2,4.37,2.73,7.14,4.75,10.35,15.09,strong,34.12
2025-05-27,002717,,True,True,True,False,60,2,20,6,10,10,0,12,115,True,False,True,2,3,-9.61,0.86,-12.23,2.57,-21.83,7.16,-26.64,20.44,choppy,1.6
2025-06-04,600222,,True,True,True,False,67,3,20,6,14,10,0,14,115,True,True,True,3,3,-1.37,0.31,-2.74,0.3,6.51,6.22,17.47,18.94,choppy,0.94
2025-06-05,002415,,True,True,True,False,66,2,20,6,14,10,0,14,115,True,True,True,3,3,-0.07,0.87,-3.6,-1.39,-1.89,6.55,9.49,19.45,choppy,1.03
2025-06-06,000599,,True,True,True,False,68,5,20,6,14,10,0,13,115,True,True,True,3,3,3.39,0.11,-11.23,-2.15,-11.05,6.6,1.96,19.19,strong,3.35
2025-06-06,300419,,True,True,True,False,62,0,20,6,13,10,0,13,115,True,False,True,2,3,4.4,0.11,0.0,-2.15,4.95,6.6,25.32,19.19,strong,3.35
2025-06-09,000756,,True,True,True,False,61,3,20,6,10,10,0,12,115,True,True,True,3,3,-0.32,-0.37,-6.47,-1.83,10.61,6.77,5.5,19.23,strong,5.09
2025-06-09,688602,,True,True,True,False,64,1,20,6,13,10,0,14,115,True,True,True,3,3,-2.18,-0.37,-6.9,-1.83,-1.38,6.77,2.64,19.23,strong,5.09
2025-06-10,688690,,True,True,True,False,63,2,20,6,14,10,0,11,115,True,True,True,3,3,-0.49,0.38,-5.47,0.15,18.59,7.74,17.79,18.01,strong,6.0
2025-06-10,000908,,True,True,True,False,64,0,20,6,14,10,0,14,115,True,True,True,3,3,-0.24,0.38,-4.35,0.15,-4.11,7.74,-9.18,18.01,strong,6.0
2025-06-10,301201,,True,True,True,False,60,1,20,6,10,10,0,13,115,True,True,True,3,3,-0.52,0.38,-9.76,0.15,36.73,7.74,24.34,18.01,strong,6.0
2025-06-11,603139,,True,True,True,False,92,30,20,6,13,10,0,13,115,True,True,True,3,3,5.01,-1.29,-15.75,0.52,-13.35,6.74,-7.29,15.87,strong,4.11
2025-06-11,300006,,True,True,True,False,61,0,20,6,11,10,0,14,115,True,True,True,3,3,-3.84,-1.29,-4.6,0.52,21.48,6.74,17.65,15.87,strong,4.11
2025-06-12,600682,,True,True,True,False,60,0,20,6,14,10,0,10,115,True,True,True,3,3,-3.63,-0.77,-6.7,0.25,16.06,7.71,10.61,14.54,strong,5.64
2025-06-16,688201,,True,True,True,False,59,6,20,0,9,10,0,14,115,True,True,True,3,3,-0.09,-0.47,20.35,2.35,9.76,8.81,50.46,18.64,strong,2.78
2025-06-17,300084,,True,True,True,False,88,24,20,6,15,10,0,13,115,True,True,True,3,3,-5.47,-1.81,-14.99,2.7,-14.08,9.07,-13.48,17.77,strong,2.16
2025-06-20,003019,,True,True,True,False,64,1,20,6,14,10,0,13,115,True,True,True,3,3,2.44,2.47,6.05,4.67,-2.44,10.45,31.64,22.71,choppy,-0.68
2025-06-23,002189,,True,True,True,False,59,0,20,6,9,10,0,14,115,True,True,True,3,3,11.36,2.02,24.5,3.85,22.67,10.02,7.12,21.29,choppy,1.78
2025-06-24,688733,,True,True,True,False,67,8,20,6,10,10,0,13,115,True,True,True,3,3,-1.1,0.42,0.31,3.42,5.39,9.34,36.39,20.55,strong,3.26
2025-06-24,300438,,True,True,True,False,62,2,20,6,10,10,0,14,115,True,True,True,3,3,-0.29,0.42,-2.83,3.42,-3.11,9.34,18.98,20.55,strong,3.26
2025-06-25,002439,,True,True,True,False,68,4,20,6,14,10,0,14,115,True,False,True,2,3,1.4,0.06,0.57,2.49,7.08,9.16,2.17,20.03,strong,5.36
2025-06-25,301428,,True,True,True,False,75,20,20,0,15,10,0,10,115,True,True,True,3,3,0.63,0.06,-0.41,2.49,1.73,9.16,-5.82,20.03,strong,5.36
2025-06-25,301380,,True,True,True,False,59,0,20,6,13,10,0,10,115,True,True,True,3,3,-0.76,0.06,1.69,2.49,4.56,9.16,8.35,20.03,strong,5.36
2025-06-25,002138,,True,True,True,False,78,15,20,6,13,10,0,14,115,True,False,True,2,3,-0.74,0.06,2.43,2.49,3.94,9.16,26.59,20.03,strong,5.36
2025-06-25,600271,,True,True,True,False,67,4,20,6,14,10,0,13,115,True,True,True,3,3,-0.22,0.06,-0.87,2.49,3.27,9.16,-7.52,20.03,strong,5.36
2025-06-26,002212,,True,True,True,False,68,4,20,6,14,10,0,14,115,True,False,True,2,3,-0.52,1.29,13.08,2.92,6.48,9.41,28.24,19.12,strong,6.51
2025-06-26,688201,,True,True,True,False,91,30,20,6,14,10,0,11,115,True,True,True,3,3,-1.82,1.29,-7.13,2.92,-8.34,9.41,17.51,19.12,strong,6.51
2025-06-26,002634,,True,True,True,False,59,1,20,6,8,10,0,14,115,True,False,True,2,3,-3.42,1.29,-1.14,2.92,12.33,9.41,2.74,19.12,strong,6.51
2025-06-26,600178,,True,True,True,False,75,14,20,6,15,10,0,10,115,True,True,True,3,3,6.96,1.29,-1.22,2.92,7.82,9.41,-4.24,19.12,strong,6.51
2025-06-26,300608,,True,True,True,False,69,6,20,6,14,10,0,13,115,True,False,True,2,3,-1.02,1.29,3.32,2.92,29.08,9.41,7.65,19.12,strong,6.51
2025-06-26,300085,,True,True,True,False,88,30,20,6,9,10,0,13,115,True,True,True,3,3,-0.86,1.29,-3.38,2.92,-5.33,9.41,22.79,19.12,strong,6.51
2025-06-27,300077,,True,True,True,False,72,8,20,6,14,10,0,14,115,True,True,True,3,3,2.68,1.24,-0.47,2.84,-2.09,8.86,-2.01,18.2,strong,5.0
2025-06-27,300656,,True,True,True,False,72,8,20,6,14,10,0,14,115,True,True,True,3,3,2.38,1.24,0.64,2.84,5.06,8.86,-7.14,18.2,strong,5.0
2025-06-30,301273,,True,True,True,False,63,3,20,6,10,10,0,14,115,True,False,True,2,3,0.66,-0.13,7.7,2.07,20.86,8.89,14.51,17.08,strong,5.12
2025-06-30,688262,,True,True,True,False,63,0,20,6,14,10,0,13,115,True,True,True,3,3,-1.46,-0.13,-1.39,2.07,6.22,8.89,16.16,17.08,strong,5.12
